uuid,url,0.0805249214172363,0.050551176071167,0.0496430397033691,0.055727481842041,0.0522541999816895,0.0796875953674316,0.0710036754608154,0.0525562763214111,0.0502853393554688,0.0499129295349121,0.0507626533508301,0.0509858131408691,0.0502045154571533,0.0495336055755615,0.0559165477752686,0.0503871440887451,0.0503618717193604,0.0512070655822754,0.0495858192443848,0.0520346164703369,0.0517399311065674,0.0539181232452393,0.0611002445220947,0.0495254993438721,0.0532903671264648,0.0506026744842529,0.0501019954681397,0.0498940944671631,0.0536251068115234,0.0502727031707764,0.0558929443359375,0.0495822429656982,0.0494754314422607,0.0672388076782227,0.051166296005249,0.0506775379180908,0.0497810840606689,0.0507724285125732,0.0542302131652832,0.0531566143035889,0.0569469928741455,0.0506417751312256,0.0499393939971924,0.0878744125366211,0.0756473541259766,0.114331245422363,0.0511703491210938,0.0551943778991699,0.0771400928497314,0.0558981895446777,0.0564465522766113,0.0772666931152344,0.0896539688110352,0.0540111064910889,0.0543959140777588,0.0537848472595215,0.0854167938232422,0.0663673877716064,0.082075834274292,0.0706303119659424,0.167486667633057,0.0527412891387939,0.0503051280975342,0.0547945499420166,0.0525660514831543,0.0497603416442871,0.0504982471466064,0.0549702644348145,0.0501799583435059,0.0550112724304199,0.0491554737091064,0.0518968105316162,0.0504357814788818,0.0554244518280029,0.0543172359466553,0.0598409175872803,0.0586750507354736,0.066340446472168,0.0505850315093994,0.0509905815124512,0.0500388145446777,0.0530409812927246,0.0490570068359375,0.0512492656707764,0.0515189170837402,0.0561261177062988,0.052912712097168,0.0533053874969482,0.0510940551757813,0.0541746616363525,0.0514373779296875,0.0498807430267334,0.051661491394043,0.0509998798370361,0.0522429943084717,0.0499162673950195,0.0522458553314209,0.0503575801849365,0.0534319877624512,0.0489315986633301
000506d9-9eac-4564-b61b-f855e646626e,http://cbc.ca/sit/amet/sapien.js?gravida=donec&nisi=pharetra&at=magna&nibh=vestibulum,0.0805249214172363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00342b7b-e0ce-416b-b232-3eb010828788,https://mashable.com/phasellus/sit/amet/erat.html?nullam=odio&porttitor=cras&lacus=mi&at=pede&turpis=malesuada&donec=in&posuere=imperdiet&metus=et&vitae=commodo&ipsum=vulputate&aliquam=justo&non=in&mauris=blandit&morbi=ultrices&non=enim&lectus=lorem&aliquam=ipsum&sit=dolor&amet=sit&diam=amet&in=consectetuer&magna=adipiscing&bibendum=elit&imperdiet=proin&nullam=interdum&orci=mauris&pede=non&venenatis=ligula&non=pellentesque&sodales=ultrices&sed=phasellus&tincidunt=id&eu=sapien&felis=in&fusce=sapien&posuere=iaculis&felis=congue&sed=vivamus&lacus=metus&morbi=arcu&sem=adipiscing&mauris=molestie&laoreet=hendrerit&ut=at&rhoncus=vulputate&aliquet=vitae&pulvinar=nisl&sed=aenean&nisl=lectus&nunc=pellentesque&rhoncus=eget&dui=nunc&vel=donec&sem=quis&sed=orci&sagittis=eget&nam=orci&congue=vehicula&risus=condimentum&semper=curabitur&porta=in&volutpat=libero&quam=ut&pede=massa&lobortis=volutpat&ligula=convallis&sit=morbi&amet=odio&eleifend=odio&pede=elementum,,0.050551176071167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
004a01aa-80e3-4c3d-94b0-f325f1ddd0a2,https://mtv.com/duis/bibendum/morbi/non/quam/nec.jpg?curae=non&nulla=pretium&dapibus=quis&dolor=lectus&vel=suspendisse&est=potenti&donec=in&odio=eleifend&justo=quam&sollicitudin=a&ut=odio&suscipit=in&a=hac&feugiat=habitasse&et=platea&eros=dictumst&vestibulum=maecenas&ac=ut&est=massa&lacinia=quis&nisi=augue&venenatis=luctus&tristique=tincidunt&fusce=nulla&congue=mollis&diam=molestie&id=lorem&ornare=quisque&imperdiet=ut&sapien=erat&urna=curabitur&pretium=gravida&nisl=nisi&ut=at&volutpat=nibh&sapien=in&arcu=hac&sed=habitasse&augue=platea&aliquam=dictumst&erat=aliquam&volutpat=augue&in=quam&congue=sollicitudin&etiam=vitae&justo=consectetuer&etiam=eget&pretium=rutrum&iaculis=at&justo=lorem&in=integer&hac=tincidunt&habitasse=ante&platea=vel&dictumst=ipsum&etiam=praesent&faucibus=blandit&cursus=lacinia&urna=erat&ut=vestibulum&tellus=sed&nulla=magna&ut=at&erat=nunc&id=commodo&mauris=placerat,,,0.0496430397033691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0079c070-b695-420b-98b2-ce491628d8d6,http://woothemes.com/ut/nulla/sed/accumsan.aspx?vulputate=non&vitae=quam&nisl=nec&aenean=dui&lectus=luctus&pellentesque=rutrum&eget=nulla&nunc=tellus&donec=in&quis=sagittis&orci=dui&eget=vel&orci=nisl&vehicula=duis&condimentum=ac&curabitur=nibh&in=fusce&libero=lacus&ut=purus&massa=aliquet&volutpat=at&convallis=feugiat&morbi=non&odio=pretium&odio=quis&elementum=lectus&eu=suspendisse&interdum=potenti&eu=in&tincidunt=eleifend&in=quam&leo=a&maecenas=odio&pulvinar=in&lobortis=hac&est=habitasse&phasellus=platea&sit=dictumst&amet=maecenas&erat=ut&nulla=massa&tempus=quis&vivamus=augue&in=luctus&felis=tincidunt&eu=nulla&sapien=mollis&cursus=molestie&vestibulum=lorem&proin=quisque&eu=ut&mi=erat&nulla=curabitur&ac=gravida&enim=nisi&in=at&tempor=nibh&turpis=in&nec=hac&euismod=habitasse&scelerisque=platea&quam=dictumst&turpis=aliquam&adipiscing=augue&lorem=quam&vitae=sollicitudin&mattis=vitae&nibh=consectetuer&ligula=eget&nec=rutrum&sem=at&duis=lorem&aliquam=integer&convallis=tincidunt&nunc=ante&proin=vel&at=ipsum&turpis=praesent&a=blandit&pede=lacinia&posuere=erat&nonummy=vestibulum&integer=sed&non=magna&velit=at&donec=nunc&diam=commodo&neque=placerat&vestibulum=praesent&eget=blandit&vulputate=nam,,,,0.055727481842041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
009b71cd-ebf5-4928-a792-b870ea5f18af,https://sourceforge.net/enim/blandit/mi/in/porttitor.js?dui=in&vel=felis&nisl=eu&duis=sapien&ac=cursus&nibh=vestibulum&fusce=proin&lacus=eu&purus=mi&aliquet=nulla&at=ac&feugiat=enim&non=in&pretium=tempor&quis=turpis&lectus=nec&suspendisse=euismod&potenti=scelerisque&in=quam&eleifend=turpis&quam=adipiscing&a=lorem&odio=vitae&in=mattis&hac=nibh&habitasse=ligula&platea=nec&dictumst=sem&maecenas=duis&ut=aliquam&massa=convallis&quis=nunc&augue=proin&luctus=at&tincidunt=turpis&nulla=a,,,,,0.0522541999816895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00ac162b-56e5-4d49-b121-01286ec5a865,http://desdev.cn/mauris/sit.jsp?sapien=magna&non=vulputate&mi=luctus&integer=cum&ac=sociis&neque=natoque&duis=penatibus&bibendum=et&morbi=magnis&non=dis&quam=parturient&nec=montes&dui=nascetur&luctus=ridiculus&rutrum=mus&nulla=vivamus&tellus=vestibulum&in=sagittis&sagittis=sapien&dui=cum&vel=sociis&nisl=natoque&duis=penatibus&ac=et&nibh=magnis&fusce=dis&lacus=parturient&purus=montes,,,,,,0.0796875953674316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00b3a66a-f333-401e-ab1a-9163ff3b0050,http://gmpg.org/dolor/morbi.html?eu=cras&sapien=in&cursus=purus&vestibulum=eu&proin=magna&eu=vulputate&mi=luctus&nulla=cum&ac=sociis&enim=natoque&in=penatibus&tempor=et&turpis=magnis&nec=dis&euismod=parturient&scelerisque=montes&quam=nascetur&turpis=ridiculus&adipiscing=mus&lorem=vivamus&vitae=vestibulum&mattis=sagittis&nibh=sapien&ligula=cum&nec=sociis&sem=natoque&duis=penatibus,,,,,,,0.0710036754608154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00ba3ca7-8d68-4caa-8072-cf7a6efc0891,http://wikimedia.org/duis/consequat/dui/nec/nisi/volutpat.jpg?vestibulum=ipsum&sagittis=dolor&sapien=sit&cum=amet&sociis=consectetuer&natoque=adipiscing&penatibus=elit&et=proin&magnis=risus&dis=praesent&parturient=lectus&montes=vestibulum&nascetur=quam&ridiculus=sapien&mus=varius&etiam=ut&vel=blandit&augue=non&vestibulum=interdum&rutrum=in&rutrum=ante&neque=vestibulum&aenean=ante&auctor=ipsum&gravida=primis&sem=in&praesent=faucibus&id=orci&massa=luctus&id=et&nisl=ultrices&venenatis=posuere&lacinia=cubilia&aenean=curae&sit=duis&amet=faucibus&justo=accumsan&morbi=odio&ut=curabitur&odio=convallis&cras=duis&mi=consequat&pede=dui&malesuada=nec&in=nisi&imperdiet=volutpat&et=eleifend&commodo=donec,,,,,,,,0.0525562763214111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00c7d620-ad0d-40ec-b537-ab8994284e5f,https://washingtonpost.com/in.aspx?donec=nisl&pharetra=venenatis&magna=lacinia&vestibulum=aenean&aliquet=sit&ultrices=amet&erat=justo&tortor=morbi&sollicitudin=ut&mi=odio&sit=cras&amet=mi&lobortis=pede&sapien=malesuada&sapien=in&non=imperdiet&mi=et&integer=commodo&ac=vulputate&neque=justo&duis=in&bibendum=blandit&morbi=ultrices&non=enim&quam=lorem&nec=ipsum&dui=dolor&luctus=sit&rutrum=amet&nulla=consectetuer&tellus=adipiscing&in=elit&sagittis=proin&dui=interdum&vel=mauris&nisl=non&duis=ligula&ac=pellentesque&nibh=ultrices&fusce=phasellus&lacus=id&purus=sapien&aliquet=in&at=sapien&feugiat=iaculis&non=congue&pretium=vivamus&quis=metus&lectus=arcu&suspendisse=adipiscing&potenti=molestie&in=hendrerit&eleifend=at&quam=vulputate&a=vitae&odio=nisl&in=aenean&hac=lectus&habitasse=pellentesque&platea=eget&dictumst=nunc&maecenas=donec&ut=quis&massa=orci&quis=eget&augue=orci&luctus=vehicula&tincidunt=condimentum,,,,,,,,,0.0502853393554688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00daadc9-2c47-46ce-be42-218046320ade,https://thetimes.co.uk/id/sapien/in.png?felis=montes&fusce=nascetur&posuere=ridiculus&felis=mus&sed=vivamus&lacus=vestibulum&morbi=sagittis&sem=sapien&mauris=cum&laoreet=sociis&ut=natoque&rhoncus=penatibus&aliquet=et&pulvinar=magnis&sed=dis&nisl=parturient&nunc=montes&rhoncus=nascetur&dui=ridiculus&vel=mus&sem=etiam&sed=vel&sagittis=augue&nam=vestibulum,,,,,,,,,,0.0499129295349121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01057ee4-eee2-43e9-ad0d-3a7921d97be3,https://cdbaby.com/eu/magna/vulputate/luctus.js?eleifend=consequat&pede=morbi&libero=a&quis=ipsum&orci=integer&nullam=a&molestie=nibh&nibh=in&in=quis&lectus=justo&pellentesque=maecenas&at=rhoncus&nulla=aliquam&suspendisse=lacus&potenti=morbi&cras=quis&in=tortor&purus=id&eu=nulla&magna=ultrices&vulputate=aliquet&luctus=maecenas&cum=leo&sociis=odio&natoque=condimentum&penatibus=id&et=luctus&magnis=nec&dis=molestie&parturient=sed&montes=justo&nascetur=pellentesque&ridiculus=viverra&mus=pede&vivamus=ac&vestibulum=diam&sagittis=cras&sapien=pellentesque&cum=volutpat&sociis=dui&natoque=maecenas&penatibus=tristique&et=est&magnis=et&dis=tempus&parturient=semper&montes=est&nascetur=quam,,,,,,,,,,,0.0507626533508301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
011d70d0-c904-45d9-8576-57d1a484c27b,http://mit.edu/libero/rutrum/ac/lobortis/vel/dapibus.json?interdum=rutrum&eu=at&tincidunt=lorem&in=integer&leo=tincidunt&maecenas=ante&pulvinar=vel&lobortis=ipsum&est=praesent&phasellus=blandit&sit=lacinia&amet=erat&erat=vestibulum&nulla=sed&tempus=magna&vivamus=at&in=nunc&felis=commodo&eu=placerat&sapien=praesent&cursus=blandit&vestibulum=nam&proin=nulla&eu=integer&mi=pede&nulla=justo&ac=lacinia&enim=eget&in=tincidunt&tempor=eget&turpis=tempus&nec=vel&euismod=pede&scelerisque=morbi&quam=porttitor&turpis=lorem&adipiscing=id&lorem=ligula&vitae=suspendisse&mattis=ornare&nibh=consequat&ligula=lectus&nec=in&sem=est&duis=risus&aliquam=auctor&convallis=sed&nunc=tristique&proin=in&at=tempus&turpis=sit&a=amet&pede=sem&posuere=fusce&nonummy=consequat&integer=nulla&non=nisl&velit=nunc&donec=nisl&diam=duis&neque=bibendum&vestibulum=felis&eget=sed&vulputate=interdum&ut=venenatis&ultrices=turpis&vel=enim&augue=blandit&vestibulum=mi&ante=in&ipsum=porttitor&primis=pede&in=justo&faucibus=eu&orci=massa&luctus=donec&et=dapibus&ultrices=duis&posuere=at&cubilia=velit&curae=eu&donec=est&pharetra=congue&magna=elementum,,,,,,,,,,,,0.0509858131408691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0132d7e8-ab00-4b92-9e39-fa0d0c153ea1,http://51.la/sed/ante/vivamus/tortor/duis/mattis/egestas.jsp?pede=consequat&ac=morbi&diam=a&cras=ipsum&pellentesque=integer&volutpat=a&dui=nibh&maecenas=in&tristique=quis&est=justo&et=maecenas&tempus=rhoncus&semper=aliquam&est=lacus&quam=morbi&pharetra=quis&magna=tortor&ac=id&consequat=nulla&metus=ultrices&sapien=aliquet&ut=maecenas&nunc=leo&vestibulum=odio&ante=condimentum&ipsum=id&primis=luctus&in=nec&faucibus=molestie&orci=sed&luctus=justo&et=pellentesque&ultrices=viverra&posuere=pede&cubilia=ac&curae=diam&mauris=cras&viverra=pellentesque&diam=volutpat&vitae=dui&quam=maecenas&suspendisse=tristique&potenti=est&nullam=et&porttitor=tempus&lacus=semper&at=est&turpis=quam&donec=pharetra&posuere=magna&metus=ac&vitae=consequat&ipsum=metus&aliquam=sapien&non=ut&mauris=nunc&morbi=vestibulum&non=ante&lectus=ipsum&aliquam=primis&sit=in&amet=faucibus&diam=orci&in=luctus&magna=et&bibendum=ultrices&imperdiet=posuere&nullam=cubilia&orci=curae&pede=mauris&venenatis=viverra&non=diam&sodales=vitae&sed=quam&tincidunt=suspendisse&eu=potenti&felis=nullam&fusce=porttitor&posuere=lacus&felis=at&sed=turpis&lacus=donec&morbi=posuere&sem=metus&mauris=vitae&laoreet=ipsum&ut=aliquam&rhoncus=non&aliquet=mauris&pulvinar=morbi&sed=non&nisl=lectus&nunc=aliquam&rhoncus=sit&dui=amet,,,,,,,,,,,,,0.0502045154571533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
013a0698-826d-47c2-a44a-baa3d59c734d,https://github.com/tincidunt/nulla/mollis/molestie.jpg?quis=accumsan&turpis=tellus&sed=nisi&ante=eu&vivamus=orci&tortor=mauris&duis=lacinia&mattis=sapien&egestas=quis&metus=libero&aenean=nullam&fermentum=sit&donec=amet&ut=turpis&mauris=elementum&eget=ligula&massa=vehicula&tempor=consequat&convallis=morbi&nulla=a&neque=ipsum&libero=integer&convallis=a&eget=nibh&eleifend=in&luctus=quis&ultricies=justo&eu=maecenas&nibh=rhoncus&quisque=aliquam&id=lacus&justo=morbi&sit=quis&amet=tortor&sapien=id&dignissim=nulla&vestibulum=ultrices&vestibulum=aliquet&ante=maecenas&ipsum=leo&primis=odio&in=condimentum&faucibus=id&orci=luctus&luctus=nec&et=molestie&ultrices=sed&posuere=justo&cubilia=pellentesque&curae=viverra&nulla=pede&dapibus=ac&dolor=diam&vel=cras&est=pellentesque&donec=volutpat&odio=dui&justo=maecenas&sollicitudin=tristique&ut=est&suscipit=et&a=tempus&feugiat=semper&et=est&eros=quam,,,,,,,,,,,,,,0.0495336055755615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
014b9d7d-5a2d-4b99-8e54-184f72d091f9,https://altervista.org/quisque/arcu/libero/rutrum/ac/lobortis.json?interdum=a&mauris=pede&non=posuere&ligula=nonummy&pellentesque=integer&ultrices=non&phasellus=velit&id=donec&sapien=diam&in=neque&sapien=vestibulum&iaculis=eget&congue=vulputate&vivamus=ut&metus=ultrices&arcu=vel&adipiscing=augue&molestie=vestibulum&hendrerit=ante&at=ipsum&vulputate=primis&vitae=in&nisl=faucibus&aenean=orci&lectus=luctus&pellentesque=et&eget=ultrices&nunc=posuere&donec=cubilia&quis=curae&orci=donec&eget=pharetra&orci=magna&vehicula=vestibulum&condimentum=aliquet&curabitur=ultrices&in=erat&libero=tortor&ut=sollicitudin&massa=mi&volutpat=sit&convallis=amet&morbi=lobortis&odio=sapien&odio=sapien&elementum=non&eu=mi&interdum=integer&eu=ac&tincidunt=neque&in=duis&leo=bibendum&maecenas=morbi&pulvinar=non&lobortis=quam&est=nec&phasellus=dui&sit=luctus&amet=rutrum&erat=nulla&nulla=tellus&tempus=in,,,,,,,,,,,,,,,0.0559165477752686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01722874-00cb-4ce1-84f4-3c335a83384e,https://harvard.edu/morbi.jsp?sollicitudin=potenti&vitae=nullam&consectetuer=porttitor&eget=lacus&rutrum=at&at=turpis&lorem=donec&integer=posuere&tincidunt=metus&ante=vitae&vel=ipsum&ipsum=aliquam&praesent=non&blandit=mauris&lacinia=morbi&erat=non&vestibulum=lectus&sed=aliquam&magna=sit&at=amet&nunc=diam&commodo=in&placerat=magna&praesent=bibendum&blandit=imperdiet,,,,,,,,,,,,,,,,0.0503871440887451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0180ce93-4e9b-4294-ad55-0aa76ab6aaec,https://yelp.com/neque/sapien/placerat/ante.png?est=bibendum&quam=felis&pharetra=sed&magna=interdum&ac=venenatis&consequat=turpis&metus=enim&sapien=blandit&ut=mi,,,,,,,,,,,,,,,,,0.0503618717193604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01c995a7-6e2c-4f61-bc97-96096de6beeb,https://buzzfeed.com/a/ipsum/integer.html?quam=aliquam&suspendisse=quis&potenti=turpis&nullam=eget&porttitor=elit&lacus=sodales&at=scelerisque&turpis=mauris&donec=sit&posuere=amet&metus=eros&vitae=suspendisse&ipsum=accumsan&aliquam=tortor&non=quis&mauris=turpis&morbi=sed&non=ante&lectus=vivamus&aliquam=tortor&sit=duis&amet=mattis&diam=egestas&in=metus&magna=aenean&bibendum=fermentum&imperdiet=donec&nullam=ut&orci=mauris&pede=eget&venenatis=massa&non=tempor&sodales=convallis&sed=nulla&tincidunt=neque&eu=libero&felis=convallis&fusce=eget&posuere=eleifend&felis=luctus&sed=ultricies&lacus=eu&morbi=nibh&sem=quisque&mauris=id&laoreet=justo&ut=sit&rhoncus=amet&aliquet=sapien&pulvinar=dignissim&sed=vestibulum&nisl=vestibulum&nunc=ante&rhoncus=ipsum&dui=primis&vel=in&sem=faucibus&sed=orci&sagittis=luctus&nam=et&congue=ultrices&risus=posuere&semper=cubilia&porta=curae&volutpat=nulla&quam=dapibus&pede=dolor&lobortis=vel,,,,,,,,,,,,,,,,,,0.0512070655822754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01d06459-6995-4e7b-8cfa-9e978256fbe3,https://edublogs.org/maecenas/rhoncus/aliquam/lacus/morbi.aspx?curae=dictumst&nulla=morbi&dapibus=vestibulum&dolor=velit&vel=id&est=pretium&donec=iaculis&odio=diam&justo=erat&sollicitudin=fermentum&ut=justo&suscipit=nec&a=condimentum&feugiat=neque&et=sapien&eros=placerat&vestibulum=ante&ac=nulla&est=justo&lacinia=aliquam&nisi=quis&venenatis=turpis&tristique=eget&fusce=elit&congue=sodales&diam=scelerisque&id=mauris&ornare=sit&imperdiet=amet&sapien=eros&urna=suspendisse&pretium=accumsan&nisl=tortor&ut=quis&volutpat=turpis&sapien=sed,,,,,,,,,,,,,,,,,,,0.0495858192443848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
